716006022.759071,1192.95604876663,555.818901332188
716006034.254299,1192.26982998786,556.103573207539
716006044.816589,1192.259142905,556.088686114454
716006055.85417,1191.09776582062,556.917968283777
716006067.283369,1191.03609655226,556.639252277644
716006078.157872,1192.3931821603,557.640084756285
716006089.147355,1191.35410053628,557.477194676459
716006100.904705,1185.45861614387,557.335480485957
716006111.706348,1139.163970436,555.072279967264
716006122.763568,1107.87495479113,550.581245248462
716006133.802288,1055.91662756987,540.545047074247
716006144.722327,981.512261290606,526.609131677578
716006155.760478,964.690783876816,523.922585765635
716006167.224114,950.238058406572,522.105261976772
716006177.903947,950.998862392074,522.97826287425
716006189.378114,847.543650594868,504.20789890345
716006200.695747,836.866221931583,501.764426949448
716006211.254053,832.641869568458,503.277733941922
716006222.320949,822.637557812287,505.421641058733
716006232.903161,818.80071041771,508.927135574395
716006243.252281,815.425109376215,510.313605087746
716006413.286593,893.847259981151,508.473670044253
716006424.899933,856.325809492548,465.291615108773
716006436.681189,859.459587111496,462.318916483056
716006447.337399,873.05662789484,470.082467513012
716006458.897517,874.627779647893,471.839892429
716006469.932822,875.274997413283,472.133904550951
716006480.761503,873.764613038339,471.390869153542
716006491.679834,875.809053013147,471.28758875943
716006503.076304,876.37491059727,471.281294183811
716006513.911815,877.043532724886,470.894263496199
716006525.440342,877.448824936625,472.498744484646
716006537.024936,881.473754393192,469.296908114868
716006547.293228,881.998853004424,468.969737545921
716006558.557925,882.307374529614,468.157867678291
716006569.759724,882.417409154839,468.000230555959
716006580.575883,882.571049355158,467.975650628103
716006592.237605,882.314188812618,467.985612759319
716006603.151098,882.680529957619,467.499223879689
716006613.782832,882.833723142021,467.665687389574
716006625.543597,883.140615911788,467.972555190424
716006637.051063,883.185351148012,467.979234300194
716006647.402175,884.969831260511,464.438632725701
716006658.617066,885.121175417913,464.881564657404
716006670.381816,886.538471706182,464.428781320139
716006680.632462,889.380693438606,463.617875142391
716006692.081299,889.553808077057,464.303238579269
716006703.087574,892.24537249013,466.643511991307
716006714.000783,895.401443851352,468.329290546008
716006725.499142,899.878316205221,472.455659927884
716006736.200035,1129.48865782989,688.037101088009
716006747.021885,1143.95838791855,704.639567683727
716006758.745367,1146.47994628311,707.416528819091
716006769.712651,1149.69778396564,711.043953456658
716006780.531655,1152.61218568912,714.353213692871
716006791.897102,1158.75314642334,720.927212390209
716006802.897116,1160.60475880188,723.294935238688
716006814.022641,1168.36095225691,736.885118934445
716006825.355074,1170.53935680513,741.502507735057
716006836.261737,1170.26980684343,741.750192038379
716006847.199991,1169.75080350376,741.687552921145
716006858.42769,1169.19386569556,742.131103235216
716006869.612412,1168.12878995152,742.64451237059
716006879.318323,1166.20270704715,742.902307499477
716006890.482839,1166.92028744876,746.68767018469
716007071.781279,973.937955822927,544.564427604692
716007083.040284,927.171531950464,615.879250389874
716007094.850571,920.933258919451,596.128147374302
716007105.660752,916.038610207541,581.10473282379
716007116.757247,916.275917388739,577.49280059238
716007127.568852,918.114554531531,577.072171267209
716007138.775205,920.216640580144,575.765172106123
716007149.68756,921.525345871642,574.85471805683
716007161.674871,921.759079420516,574.106240473546
716007172.210977,921.936994689749,574.048656183915
716007183.356709,923.181019755958,575.705951406178
716007194.617991,924.010386923704,576.116222583602
716007205.406827,924.074045709441,573.502475771718
716007216.549713,923.401730312475,571.23496133501
716007228.182405,921.406403981364,571.294890868181
